company_id,company,analysis_key,analysis_value
lumathread,LumaThread Apparel,evidenceGaps,[]
lumathread,LumaThread Apparel,priorityQuestions,"[""Where do people experience the effects of stakeholder power across the journey or value chain?"", ""Where do people experience the effects of capability and behaviour across the journey or value chain?"", ""Where do people experience the effects of equity and wellbeing across the journey or value chain?"", ""Where does environmental impact appear across lifecycle stages, places, suppliers or material flows?"", ""Where does natural dependencies appear across lifecycle stages, places, suppliers or material flows?"", ""Where does evidence and limits appear across lifecycle stages, places, suppliers or material flows?""]"
lumathread,LumaThread Apparel,completionPercentage,100
lumathread,LumaThread Apparel,readiness,ready_to_proceed
evergreen,Evergreen Bank,hotspots,"[{""id"": ""hotspot-evergreen-stage-1"", ""stageId"": ""evergreen-stage-1"", ""title"": ""Product design hotspot candidate"", ""description"": ""Review this stage before prioritising problems on Page 5."", ""type"": ""multi-impact"", ""impactDimensions"": [], ""rationale"": ""Suggested because this stage has 3 mapped impact items, 0 uncertainty items and 3 stakeholder entries."", ""severity"": ""medium"", ""uncertainty"": ""medium"", ""confidence"": ""medium""}, {""id"": ""hotspot-evergreen-stage-2"", ""stageId"": ""evergreen-stage-2"", ""title"": ""Customer assessment hotspot candidate"", ""description"": ""Review this stage before prioritising problems on Page 5."", ""type"": ""multi-impact"", ""impactDimensions"": [], ""rationale"": ""Suggested because this stage has 3 mapped impact items, 1 uncertainty items and 2 stakeholder entries."", ""severity"": ""medium"", ""uncertainty"": ""high"", ""confidence"": ""medium""}, {""id"": ""hotspot-evergreen-stage-3"", ""stageId"": ""evergreen-stage-3"", ""title"": ""Credit decision hotspot candidate"", ""description"": ""Review this stage before prioritising problems on Page 5."", ""type"": ""multi-impact"", ""impactDimensions"": [], ""rationale"": ""Suggested because this stage has 3 mapped impact items, 0 uncertainty items and 1 stakeholder entries."", ""severity"": ""medium"", ""uncertainty"": ""medium"", ""confidence"": ""medium""}, {""id"": ""hotspot-evergreen-stage-4"", ""stageId"": ""evergreen-stage-4"", ""title"": ""Loan conditions hotspot candidate"", ""description"": ""Review this stage before prioritising problems on Page 5."", ""type"": ""multi-impact"", ""impactDimensions"": [], ""rationale"": ""Suggested because this stage has 3 mapped impact items, 1 uncertainty items and 2 stakeholder entries."", ""severity"": ""medium"", ""uncertainty"": ""high"", ""confidence"": ""medium""}, {""id"": ""hotspot-evergreen-stage-5"", ""stageId"": ""evergreen-stage-5"", ""title"": ""Monitoring hotspot candidate"", ""description"": ""Review this stage before prioritising problems on Page 5."", ""type"": ""multi-impact"", ""impactDimensions"": [], ""rationale"": ""Suggested because this stage has 3 mapped impact items, 1 uncertainty items and 2 stakeholder entries."", ""severity"": ""medium"", ""uncertainty"": ""high"", ""confidence"": ""medium""}, {""id"": ""hotspot-evergreen-stage-6"", ""stageId"": ""evergreen-stage-6"", ""title"": ""Renewal hotspot candidate"", ""description"": ""Review this stage before prioritising problems on Page 5."", ""type"": ""multi-impact"", ""impactDimensions"": [], ""rationale"": ""Suggested because this stage has 3 mapped impact items, 1 uncertainty items and 1 stakeholder entries."", ""severity"": ""medium"", ""uncertainty"": ""high"", ""confidence"": ""medium""}, {""id"": ""hotspot-evergreen-stage-7"", ""stageId"": ""evergreen-stage-7"", ""title"": ""Reporting hotspot candidate"", ""description"": ""Review this stage before prioritising problems on Page 5."", ""type"": ""multi-impact"", ""impactDimensions"": [], ""rationale"": ""Suggested because this stage has 3 mapped impact items, 0 uncertainty items and 2 stakeholder entries."", ""severity"": ""medium"", ""uncertainty"": ""medium"", ""confidence"": ""medium""}]"
evergreen,Evergreen Bank,leveragePoints,"[{""id"": ""leverage-evergreen-rel-2"", ""relationshipId"": ""evergreen-rel-2"", ""title"": ""Product design to Customer assessment"", ""description"": ""Product design affects Customer assessment through dependency."", ""leverageType"": ""dependency"", ""rationale"": ""Suggested because the map shows a dependency that may change downstream outcomes or reveal where a safe-to-fail intervention belongs."", ""expectedInfluence"": ""review"", ""uncertainty"": ""medium"", ""confidence"": ""medium"", ""relationshipType"": ""Dependency"", ""nonAdjacent"": false}, {""id"": ""leverage-evergreen-rel-3"", ""relationshipId"": ""evergreen-rel-3"", ""title"": ""Customer assessment to Credit decision"", ""description"": ""Customer assessment affects Credit decision through delay."", ""leverageType"": ""delay"", ""rationale"": ""Suggested because the map shows a delay that may change downstream outcomes or reveal where a safe-to-fail intervention belongs."", ""expectedInfluence"": ""review"", ""uncertainty"": ""low"", ""confidence"": ""high"", ""relationshipType"": ""Delay"", ""nonAdjacent"": false}, {""id"": ""leverage-evergreen-rel-4"", ""relationshipId"": ""evergreen-rel-4"", ""title"": ""Credit decision to Loan conditions"", ""description"": ""Credit decision affects Loan conditions through trade-off."", ""leverageType"": ""trade-off"", ""rationale"": ""Suggested because the map shows a trade-off that may change downstream outcomes or reveal where a safe-to-fail intervention belongs."", ""expectedInfluence"": ""review"", ""uncertainty"": ""medium"", ""confidence"": ""medium"", ""relationshipType"": ""Trade-off"", ""nonAdjacent"": false}, {""id"": ""leverage-evergreen-rel-5"", ""relationshipId"": ""evergreen-rel-5"", ""title"": ""Loan conditions to Monitoring"", ""description"": ""Loan conditions affects Monitoring through bottleneck."", ""leverageType"": ""bottleneck"", ""rationale"": ""Suggested because the map shows a bottleneck that may change downstream outcomes or reveal where a safe-to-fail intervention belongs."", ""expectedInfluence"": ""high"", ""uncertainty"": ""medium"", ""confidence"": ""medium"", ""relationshipType"": ""Bottleneck"", ""nonAdjacent"": false}, {""id"": ""leverage-evergreen-rel-6"", ""relationshipId"": ""evergreen-rel-6"", ""title"": ""Monitoring to Renewal"", ""description"": ""Monitoring affects Renewal through feedback loop."", ""leverageType"": ""feedback_loop"", ""rationale"": ""Suggested because the map shows a feedback loop that may change downstream outcomes or reveal where a safe-to-fail intervention belongs."", ""expectedInfluence"": ""high"", ""uncertainty"": ""medium"", ""confidence"": ""medium"", ""relationshipType"": ""Feedback loop"", ""nonAdjacent"": false}, {""id"": ""leverage-evergreen-rel-7"", ""relationshipId"": ""evergreen-rel-7"", ""title"": ""Renewal to Reporting"", ""description"": ""Renewal affects Reporting through risk transfer."", ""leverageType"": ""risk_transfer"", ""rationale"": ""Suggested because the map shows a risk transfer that may change downstream outcomes or reveal where a safe-to-fail intervention belongs."", ""expectedInfluence"": ""review"", ""uncertainty"": ""low"", ""confidence"": ""high"", ""relationshipType"": ""Risk transfer"", ""nonAdjacent"": false}, {""id"": ""leverage-evergreen-rel-feedback-final"", ""relationshipId"": ""evergreen-rel-feedback-final"", ""title"": ""Renewal to Customer assessment"", ""description"": ""Renewal affects Customer assessment through feedback loop."", ""leverageType"": ""feedback_loop"", ""rationale"": ""Suggested because the map shows a feedback loop that may change downstream outcomes or reveal where a safe-to-fail intervention belongs."", ""expectedInfluence"": ""high"", ""uncertainty"": ""medium"", ""confidence"": ""medium"", ""relationshipType"": ""Feedback loop"", ""nonAdjacent"": true}]"
evergreen,Evergreen Bank,problemSignals,"[{""id"": ""impact-problem-evergreen-stage-1"", ""stageId"": ""evergreen-stage-1"", ""title"": ""Product design may need prioritisation"", ""description"": ""This signal is generated from mapped impacts and uncertainties at Product design."", ""type"": ""journey_hotspot"", ""rationale"": ""Suggested because this stage has 3 mapped impact items, 0 uncertainty items and 3 stakeholder entries."", ""confidence"": ""medium""}, {""id"": ""impact-problem-evergreen-stage-2"", ""stageId"": ""evergreen-stage-2"", ""title"": ""Customer assessment may need prioritisation"", ""description"": ""This signal is generated from mapped impacts and uncertainties at Customer assessment."", ""type"": ""journey_hotspot"", ""rationale"": ""Suggested because this stage has 3 mapped impact items, 1 uncertainty items and 2 stakeholder entries."", ""confidence"": ""medium""}, {""id"": ""impact-problem-evergreen-stage-3"", ""stageId"": ""evergreen-stage-3"", ""title"": ""Credit decision may need prioritisation"", ""description"": ""This signal is generated from mapped impacts and uncertainties at Credit decision."", ""type"": ""journey_hotspot"", ""rationale"": ""Suggested because this stage has 3 mapped impact items, 0 uncertainty items and 1 stakeholder entries."", ""confidence"": ""medium""}, {""id"": ""impact-problem-evergreen-stage-4"", ""stageId"": ""evergreen-stage-4"", ""title"": ""Loan conditions may need prioritisation"", ""description"": ""This signal is generated from mapped impacts and uncertainties at Loan conditions."", ""type"": ""journey_hotspot"", ""rationale"": ""Suggested because this stage has 3 mapped impact items, 1 uncertainty items and 2 stakeholder entries."", ""confidence"": ""medium""}, {""id"": ""impact-problem-evergreen-stage-5"", ""stageId"": ""evergreen-stage-5"", ""title"": ""Monitoring may need prioritisation"", ""description"": ""This signal is generated from mapped impacts and uncertainties at Monitoring."", ""type"": ""journey_hotspot"", ""rationale"": ""Suggested because this stage has 3 mapped impact items, 1 uncertainty items and 2 stakeholder entries."", ""confidence"": ""medium""}, {""id"": ""impact-problem-evergreen-stage-6"", ""stageId"": ""evergreen-stage-6"", ""title"": ""Renewal may need prioritisation"", ""description"": ""This signal is generated from mapped impacts and uncertainties at Renewal."", ""type"": ""journey_hotspot"", ""rationale"": ""Suggested because this stage has 3 mapped impact items, 1 uncertainty items and 1 stakeholder entries."", ""confidence"": ""medium""}, {""id"": ""impact-problem-evergreen-stage-7"", ""stageId"": ""evergreen-stage-7"", ""title"": ""Reporting may need prioritisation"", ""description"": ""This signal is generated from mapped impacts and uncertainties at Reporting."", ""type"": ""journey_hotspot"", ""rationale"": ""Suggested because this stage has 3 mapped impact items, 0 uncertainty items and 2 stakeholder entries."", ""confidence"": ""medium""}]"
evergreen,Evergreen Bank,evidenceGaps,[]
evergreen,Evergreen Bank,priorityQuestions,[]
evergreen,Evergreen Bank,completionPercentage,100
evergreen,Evergreen Bank,readiness,ready_to_proceed
civiccare,CivicCare Health Trust,hotspots,"[{""id"": ""hotspot-civiccare-stage-1"", ""stageId"": ""civiccare-stage-1"", ""title"": ""Procurement hotspot candidate"", ""description"": ""Review this stage before prioritising problems on Page 5."", ""type"": ""multi-impact"", ""impactDimensions"": [], ""rationale"": ""Suggested because this stage has 3 mapped impact items, 1 uncertainty items and 2 stakeholder entries."", ""severity"": ""medium"", ""uncertainty"": ""high"", ""confidence"": ""medium""}, {""id"": ""hotspot-civiccare-stage-2"", ""stageId"": ""civiccare-stage-2"", ""title"": ""Patient travel hotspot candidate"", ""description"": ""Review this stage before prioritising problems on Page 5."", ""type"": ""multi-impact"", ""impactDimensions"": [], ""rationale"": ""Suggested because this stage has 3 mapped impact items, 1 uncertainty items and 2 stakeholder entries."", ""severity"": ""medium"", ""uncertainty"": ""high"", ""confidence"": ""medium""}, {""id"": ""hotspot-civiccare-stage-3"", ""stageId"": ""civiccare-stage-3"", ""title"": ""Clinical treatment hotspot candidate"", ""description"": ""Review this stage before prioritising problems on Page 5."", ""type"": ""multi-impact"", ""impactDimensions"": [], ""rationale"": ""Suggested because this stage has 3 mapped impact items, 1 uncertainty items and 2 stakeholder entries."", ""severity"": ""medium"", ""uncertainty"": ""high"", ""confidence"": ""medium""}, {""id"": ""hotspot-civiccare-stage-4"", ""stageId"": ""civiccare-stage-4"", ""title"": ""Facilities hotspot candidate"", ""description"": ""Review this stage before prioritising problems on Page 5."", ""type"": ""multi-impact"", ""impactDimensions"": [], ""rationale"": ""Suggested because this stage has 3 mapped impact items, 0 uncertainty items and 2 stakeholder entries."", ""severity"": ""medium"", ""uncertainty"": ""medium"", ""confidence"": ""medium""}, {""id"": ""hotspot-civiccare-stage-5"", ""stageId"": ""civiccare-stage-5"", ""title"": ""Waste hotspot candidate"", ""description"": ""Review this stage before prioritising problems on Page 5."", ""type"": ""multi-impact"", ""impactDimensions"": [], ""rationale"": ""Suggested because this stage has 3 mapped impact items, 1 uncertainty items and 2 stakeholder entries."", ""severity"": ""medium"", ""uncertainty"": ""high"", ""confidence"": ""medium""}, {""id"": ""hotspot-civiccare-stage-6"", ""stageId"": ""civiccare-stage-6"", ""title"": ""Community services hotspot candidate"", ""description"": ""Review this stage before prioritising problems on Page 5."", ""type"": ""multi-impact"", ""impactDimensions"": [], ""rationale"": ""Suggested because this stage has 3 mapped impact items, 1 uncertainty items and 2 stakeholder entries."", ""severity"": ""medium"", ""uncertainty"": ""high"", ""confidence"": ""medium""}, {""id"": ""hotspot-civiccare-stage-7"", ""stageId"": ""civiccare-stage-7"", ""title"": ""Supplier management hotspot candidate"", ""description"": ""Review this stage before prioritising problems on Page 5."", ""type"": ""multi-impact"", ""impactDimensions"": [], ""rationale"": ""Suggested because this stage has 3 mapped impact items, 1 uncertainty items and 1 stakeholder entries."", ""severity"": ""medium"", ""uncertainty"": ""high"", ""confidence"": ""medium""}]"
civiccare,CivicCare Health Trust,leveragePoints,"[{""id"": ""leverage-civiccare-rel-2"", ""relationshipId"": ""civiccare-rel-2"", ""title"": ""Procurement to Patient travel"", ""description"": ""Procurement affects Patient travel through delay."", ""leverageType"": ""delay"", ""rationale"": ""Suggested because the map shows a delay that may change downstream outcomes or reveal where a safe-to-fail intervention belongs."", ""expectedInfluence"": ""review"", ""uncertainty"": ""medium"", ""confidence"": ""medium"", ""relationshipType"": ""Delay"", ""nonAdjacent"": false}, {""id"": ""leverage-civiccare-rel-3"", ""relationshipId"": ""civiccare-rel-3"", ""title"": ""Patient travel to Clinical treatment"", ""description"": ""Patient travel affects Clinical treatment through delay."", ""leverageType"": ""delay"", ""rationale"": ""Suggested because the map shows a delay that may change downstream outcomes or reveal where a safe-to-fail intervention belongs."", ""expectedInfluence"": ""review"", ""uncertainty"": ""medium"", ""confidence"": ""medium"", ""relationshipType"": ""Delay"", ""nonAdjacent"": false}, {""id"": ""leverage-civiccare-rel-4"", ""relationshipId"": ""civiccare-rel-4"", ""title"": ""Clinical treatment to Facilities"", ""description"": ""Clinical treatment affects Facilities through trade-off."", ""leverageType"": ""trade-off"", ""rationale"": ""Suggested because the map shows a trade-off that may change downstream outcomes or reveal where a safe-to-fail intervention belongs."", ""expectedInfluence"": ""review"", ""uncertainty"": ""low"", ""confidence"": ""high"", ""relationshipType"": ""Trade-off"", ""nonAdjacent"": false}, {""id"": ""leverage-civiccare-rel-5"", ""relationshipId"": ""civiccare-rel-5"", ""title"": ""Facilities to Waste"", ""description"": ""Facilities affects Waste through bottleneck."", ""leverageType"": ""bottleneck"", ""rationale"": ""Suggested because the map shows a bottleneck that may change downstream outcomes or reveal where a safe-to-fail intervention belongs."", ""expectedInfluence"": ""high"", ""uncertainty"": ""medium"", ""confidence"": ""medium"", ""relationshipType"": ""Bottleneck"", ""nonAdjacent"": false}, {""id"": ""leverage-civiccare-rel-6"", ""relationshipId"": ""civiccare-rel-6"", ""title"": ""Waste to Community services"", ""description"": ""Waste affects Community services through feedback loop."", ""leverageType"": ""feedback_loop"", ""rationale"": ""Suggested because the map shows a feedback loop that may change downstream outcomes or reveal where a safe-to-fail intervention belongs."", ""expectedInfluence"": ""high"", ""uncertainty"": ""medium"", ""confidence"": ""medium"", ""relationshipType"": ""Feedback loop"", ""nonAdjacent"": false}, {""id"": ""leverage-civiccare-rel-7"", ""relationshipId"": ""civiccare-rel-7"", ""title"": ""Community services to Supplier management"", ""description"": ""Community services affects Supplier management through risk transfer."", ""leverageType"": ""risk_transfer"", ""rationale"": ""Suggested because the map shows a risk transfer that may change downstream outcomes or reveal where a safe-to-fail intervention belongs."", ""expectedInfluence"": ""review"", ""uncertainty"": ""high"", ""confidence"": ""low"", ""relationshipType"": ""Risk transfer"", ""nonAdjacent"": false}, {""id"": ""leverage-civiccare-rel-feedback-final"", ""relationshipId"": ""civiccare-rel-feedback-final"", ""title"": ""Community services to Patient travel"", ""description"": ""Community services affects Patient travel through feedback loop."", ""leverageType"": ""feedback_loop"", ""rationale"": ""Suggested because the map shows a feedback loop that may change downstream outcomes or reveal where a safe-to-fail intervention belongs."", ""expectedInfluence"": ""high"", ""uncertainty"": ""medium"", ""confidence"": ""medium"", ""relationshipType"": ""Feedback loop"", ""nonAdjacent"": true}]"
civiccare,CivicCare Health Trust,problemSignals,"[{""id"": ""impact-problem-civiccare-stage-1"", ""stageId"": ""civiccare-stage-1"", ""title"": ""Procurement may need prioritisation"", ""description"": ""This signal is generated from mapped impacts and uncertainties at Procurement."", ""type"": ""journey_hotspot"", ""rationale"": ""Suggested because this stage has 3 mapped impact items, 1 uncertainty items and 2 stakeholder entries."", ""confidence"": ""medium""}, {""id"": ""impact-problem-civiccare-stage-2"", ""stageId"": ""civiccare-stage-2"", ""title"": ""Patient travel may need prioritisation"", ""description"": ""This signal is generated from mapped impacts and uncertainties at Patient travel."", ""type"": ""journey_hotspot"", ""rationale"": ""Suggested because this stage has 3 mapped impact items, 1 uncertainty items and 2 stakeholder entries."", ""confidence"": ""medium""}, {""id"": ""impact-problem-civiccare-stage-3"", ""stageId"": ""civiccare-stage-3"", ""title"": ""Clinical treatment may need prioritisation"", ""description"": ""This signal is generated from mapped impacts and uncertainties at Clinical treatment."", ""type"": ""journey_hotspot"", ""rationale"": ""Suggested because this stage has 3 mapped impact items, 1 uncertainty items and 2 stakeholder entries."", ""confidence"": ""medium""}, {""id"": ""impact-problem-civiccare-stage-4"", ""stageId"": ""civiccare-stage-4"", ""title"": ""Facilities may need prioritisation"", ""description"": ""This signal is generated from mapped impacts and uncertainties at Facilities."", ""type"": ""journey_hotspot"", ""rationale"": ""Suggested because this stage has 3 mapped impact items, 0 uncertainty items and 2 stakeholder entries."", ""confidence"": ""medium""}, {""id"": ""impact-problem-civiccare-stage-5"", ""stageId"": ""civiccare-stage-5"", ""title"": ""Waste may need prioritisation"", ""description"": ""This signal is generated from mapped impacts and uncertainties at Waste."", ""type"": ""journey_hotspot"", ""rationale"": ""Suggested because this stage has 3 mapped impact items, 1 uncertainty items and 2 stakeholder entries."", ""confidence"": ""medium""}, {""id"": ""impact-problem-civiccare-stage-6"", ""stageId"": ""civiccare-stage-6"", ""title"": ""Community services may need prioritisation"", ""description"": ""This signal is generated from mapped impacts and uncertainties at Community services."", ""type"": ""journey_hotspot"", ""rationale"": ""Suggested because this stage has 3 mapped impact items, 1 uncertainty items and 2 stakeholder entries."", ""confidence"": ""medium""}, {""id"": ""impact-problem-civiccare-stage-7"", ""stageId"": ""civiccare-stage-7"", ""title"": ""Supplier management may need prioritisation"", ""description"": ""This signal is generated from mapped impacts and uncertainties at Supplier management."", ""type"": ""journey_hotspot"", ""rationale"": ""Suggested because this stage has 3 mapped impact items, 1 uncertainty items and 1 stakeholder entries."", ""confidence"": ""medium""}, {""id"": ""impact-problem-page3-stakeholder-power-may-need-deeper-human-enquiry"", ""stageId"": null, ""title"": ""Stakeholder Power may need deeper human enquiry"", ""description"": ""Stakeholder Power is marked as light with medium confidence."", ""type"": ""page3_import"", ""rationale"": ""Imported from Human question 17 and must be checked against the journey map."", ""confidence"": ""medium""}, {""id"": ""impact-problem-page3-capability-and-behaviour-may-need-deeper-human-enquiry"", ""stageId"": null, ""title"": ""Capability and Behaviour may need deeper human enquiry"", ""description"": ""Capability and Behaviour is marked as light with medium confidence."", ""type"": ""page3_import"", ""rationale"": ""Imported from Human question 18 and must be checked against the journey map."", ""confidence"": ""medium""}, {""id"": ""impact-problem-page3-equity-and-wellbeing-may-need-deeper-human-enquiry"", ""stageId"": null, ""title"": ""Equity and Wellbeing may need deeper human enquiry"", ""description"": ""Equity and Wellbeing is marked as light with medium confidence."", ""type"": ""page3_import"", ""rationale"": ""Imported from Human question 19 and must be checked against the journey map."", ""confidence"": ""medium""}, {""id"": ""impact-problem-page3-environmental-impact-may-need-ecological-systems-mapping"", ""stageId"": null, ""title"": ""Environmental Impact may need ecological systems mapping"", ""description"": ""Environmental Impact is marked as light with medium confidence."", ""type"": ""page3_import"", ""rationale"": ""Imported from Planetary question 30 and must be checked against the journey map."", ""confidence"": ""medium""}, {""id"": ""impact-problem-page3-natural-dependencies-may-need-ecological-systems-mapping"", ""stageId"": null, ""title"": ""Natural Dependencies may need ecological systems mapping"", ""description"": ""Natural Dependencies is marked as light with medium confidence."", ""type"": ""page3_import"", ""rationale"": ""Imported from Planetary question 31 and must be checked against the journey map."", ""confidence"": ""medium""}, {""id"": ""impact-problem-page3-evidence-and-limits-may-need-ecological-systems-mapping"", ""stageId"": null, ""title"": ""Evidence and Limits may need ecological systems mapping"", ""description"": ""Evidence and Limits is marked as light with medium confidence."", ""type"": ""page3_import"", ""rationale"": ""Imported from Planetary question 32 and must be checked against the journey map."", ""confidence"": ""medium""}]"
civiccare,CivicCare Health Trust,evidenceGaps,[]
civiccare,CivicCare Health Trust,priorityQuestions,"[""Where do people experience the effects of stakeholder power across the journey or value chain?"", ""Where do people experience the effects of capability and behaviour across the journey or value chain?"", ""Where do people experience the effects of equity and wellbeing across the journey or value chain?"", ""Where does environmental impact appear across lifecycle stages, places, suppliers or material flows?"", ""Where does natural dependencies appear across lifecycle stages, places, suppliers or material flows?"", ""Where does evidence and limits appear across lifecycle stages, places, suppliers or material flows?""]"
civiccare,CivicCare Health Trust,completionPercentage,100
civiccare,CivicCare Health Trust,readiness,ready_to_proceed
terrabite,TerraBite Foods,hotspots,"[{""id"": ""hotspot-terrabite-stage-1"", ""stageId"": ""terrabite-stage-1"", ""title"": ""Farming hotspot candidate"", ""description"": ""Review this stage before prioritising problems on Page 5."", ""type"": ""multi-impact"", ""impactDimensions"": [], ""rationale"": ""Suggested because this stage has 3 mapped impact items, 1 uncertainty items and 2 stakeholder entries."", ""severity"": ""medium"", ""uncertainty"": ""high"", ""confidence"": ""medium""}, {""id"": ""hotspot-terrabite-stage-2"", ""stageId"": ""terrabite-stage-2"", ""title"": ""Aggregation hotspot candidate"", ""description"": ""Review this stage before prioritising problems on Page 5."", ""type"": ""multi-impact"", ""impactDimensions"": [], ""rationale"": ""Suggested because this stage has 3 mapped impact items, 1 uncertainty items and 2 stakeholder entries."", ""severity"": ""medium"", ""uncertainty"": ""high"", ""confidence"": ""medium""}, {""id"": ""hotspot-terrabite-stage-3"", ""stageId"": ""terrabite-stage-3"", ""title"": ""Processing hotspot candidate"", ""description"": ""Review this stage before prioritising problems on Page 5."", ""type"": ""multi-impact"", ""impactDimensions"": [], ""rationale"": ""Suggested because this stage has 3 mapped impact items, 1 uncertainty items and 1 stakeholder entries."", ""severity"": ""medium"", ""uncertainty"": ""high"", ""confidence"": ""medium""}, {""id"": ""hotspot-terrabite-stage-4"", ""stageId"": ""terrabite-stage-4"", ""title"": ""Packaging hotspot candidate"", ""description"": ""Review this stage before prioritising problems on Page 5."", ""type"": ""multi-impact"", ""impactDimensions"": [], ""rationale"": ""Suggested because this stage has 3 mapped impact items, 0 uncertainty items and 1 stakeholder entries."", ""severity"": ""medium"", ""uncertainty"": ""medium"", ""confidence"": ""medium""}, {""id"": ""hotspot-terrabite-stage-5"", ""stageId"": ""terrabite-stage-5"", ""title"": ""Distribution hotspot candidate"", ""description"": ""Review this stage before prioritising problems on Page 5."", ""type"": ""multi-impact"", ""impactDimensions"": [], ""rationale"": ""Suggested because this stage has 3 mapped impact items, 1 uncertainty items and 1 stakeholder entries."", ""severity"": ""medium"", ""uncertainty"": ""high"", ""confidence"": ""medium""}, {""id"": ""hotspot-terrabite-stage-6"", ""stageId"": ""terrabite-stage-6"", ""title"": ""Retail hotspot candidate"", ""description"": ""Review this stage before prioritising problems on Page 5."", ""type"": ""multi-impact"", ""impactDimensions"": [], ""rationale"": ""Suggested because this stage has 3 mapped impact items, 1 uncertainty items and 1 stakeholder entries."", ""severity"": ""medium"", ""uncertainty"": ""high"", ""confidence"": ""medium""}, {""id"": ""hotspot-terrabite-stage-7"", ""stageId"": ""terrabite-stage-7"", ""title"": ""Consumption hotspot candidate"", ""description"": ""Review this stage before prioritising problems on Page 5."", ""type"": ""multi-impact"", ""impactDimensions"": [], ""rationale"": ""Suggested because this stage has 3 mapped impact items, 1 uncertainty items and 1 stakeholder entries."", ""severity"": ""medium"", ""uncertainty"": ""high"", ""confidence"": ""medium""}]"
terrabite,TerraBite Foods,leveragePoints,"[{""id"": ""leverage-terrabite-rel-2"", ""relationshipId"": ""terrabite-rel-2"", ""title"": ""Farming to Aggregation"", ""description"": ""Farming affects Aggregation through dependency."", ""leverageType"": ""dependency"", ""rationale"": ""Suggested because the map shows a dependency that may change downstream outcomes or reveal where a safe-to-fail intervention belongs."", ""expectedInfluence"": ""review"", ""uncertainty"": ""high"", ""confidence"": ""low"", ""relationshipType"": ""Dependency"", ""nonAdjacent"": false}, {""id"": ""leverage-terrabite-rel-3"", ""relationshipId"": ""terrabite-rel-3"", ""title"": ""Aggregation to Processing"", ""description"": ""Aggregation affects Processing through delay."", ""leverageType"": ""delay"", ""rationale"": ""Suggested because the map shows a delay that may change downstream outcomes or reveal where a safe-to-fail intervention belongs."", ""expectedInfluence"": ""review"", ""uncertainty"": ""medium"", ""confidence"": ""medium"", ""relationshipType"": ""Delay"", ""nonAdjacent"": false}, {""id"": ""leverage-terrabite-rel-4"", ""relationshipId"": ""terrabite-rel-4"", ""title"": ""Processing to Packaging"", ""description"": ""Processing affects Packaging through trade-off."", ""leverageType"": ""trade-off"", ""rationale"": ""Suggested because the map shows a trade-off that may change downstream outcomes or reveal where a safe-to-fail intervention belongs."", ""expectedInfluence"": ""review"", ""uncertainty"": ""low"", ""confidence"": ""high"", ""relationshipType"": ""Trade-off"", ""nonAdjacent"": false}, {""id"": ""leverage-terrabite-rel-5"", ""relationshipId"": ""terrabite-rel-5"", ""title"": ""Packaging to Distribution"", ""description"": ""Packaging affects Distribution through bottleneck."", ""leverageType"": ""bottleneck"", ""rationale"": ""Suggested because the map shows a bottleneck that may change downstream outcomes or reveal where a safe-to-fail intervention belongs."", ""expectedInfluence"": ""high"", ""uncertainty"": ""medium"", ""confidence"": ""medium"", ""relationshipType"": ""Bottleneck"", ""nonAdjacent"": false}, {""id"": ""leverage-terrabite-rel-6"", ""relationshipId"": ""terrabite-rel-6"", ""title"": ""Distribution to Retail"", ""description"": ""Distribution affects Retail through feedback loop."", ""leverageType"": ""feedback_loop"", ""rationale"": ""Suggested because the map shows a feedback loop that may change downstream outcomes or reveal where a safe-to-fail intervention belongs."", ""expectedInfluence"": ""high"", ""uncertainty"": ""medium"", ""confidence"": ""medium"", ""relationshipType"": ""Feedback loop"", ""nonAdjacent"": false}, {""id"": ""leverage-terrabite-rel-7"", ""relationshipId"": ""terrabite-rel-7"", ""title"": ""Retail to Consumption"", ""description"": ""Retail affects Consumption through risk transfer."", ""leverageType"": ""risk_transfer"", ""rationale"": ""Suggested because the map shows a risk transfer that may change downstream outcomes or reveal where a safe-to-fail intervention belongs."", ""expectedInfluence"": ""review"", ""uncertainty"": ""high"", ""confidence"": ""low"", ""relationshipType"": ""Risk transfer"", ""nonAdjacent"": false}, {""id"": ""leverage-terrabite-rel-feedback-final"", ""relationshipId"": ""terrabite-rel-feedback-final"", ""title"": ""Retail to Aggregation"", ""description"": ""Retail affects Aggregation through feedback loop."", ""leverageType"": ""feedback_loop"", ""rationale"": ""Suggested because the map shows a feedback loop that may change downstream outcomes or reveal where a safe-to-fail intervention belongs."", ""expectedInfluence"": ""high"", ""uncertainty"": ""medium"", ""confidence"": ""medium"", ""relationshipType"": ""Feedback loop"", ""nonAdjacent"": true}]"
