company_id,company,asset_stage,asset_name,asset_value
lumathread,LumaThread Apparel,impact_journey,hotspots,"[{""id"": ""hotspot-lumathread-stage-1"", ""stageId"": ""lumathread-stage-1"", ""title"": ""Fibre production hotspot candidate"", ""description"": ""Review this stage before prioritising problems on Page 5."", ""type"": ""multi-impact"", ""impactDimensions"": [], ""rationale"": ""Suggested because this stage has 3 mapped impact items, 1 uncertainty items and 2 stakeholder entries."", ""severity"": ""medium"", ""uncertainty"": ""high"", ""confidence"": ""medium""}, {""id"": ""hotspot-lumathread-stage-2"", ""stageId"": ""lumathread-stage-2"", ""title"": ""Textile processing hotspot candidate"", ""description"": ""Review this stage before prioritising problems on Page 5."", ""type"": ""multi-impact"", ""impactDimensions"": [], ""rationale"": ""Suggested because this stage has 3 mapped impact items, 1 uncertainty items and 2 stakeholder entries."", ""severity"": ""medium"", ""uncertainty"": ""high"", ""confidence"": ""medium""}, {""id"": ""hotspot-lumathread-stage-3"", ""stageId"": ""lumathread-stage-3"", ""title"": ""Garment manufacturing hotspot candidate"", ""description"": ""Review this stage before prioritising problems on Page 5."", ""type"": ""multi-impact"", ""impactDimensions"": [], ""rationale"": ""Suggested because this stage has 3 mapped impact items, 1 uncertainty items and 2 stakeholder entries."", ""severity"": ""medium"", ""uncertainty"": ""high"", ""confidence"": ""medium""}, {""id"": ""hotspot-lumathread-stage-4"", ""stageId"": ""lumathread-stage-4"", ""title"": ""Buying and planning hotspot candidate"", ""description"": ""Review this stage before prioritising problems on Page 5."", ""type"": ""multi-impact"", ""impactDimensions"": [], ""rationale"": ""Suggested because this stage has 3 mapped impact items, 1 uncertainty items and 2 stakeholder entries."", ""severity"": ""medium"", ""uncertainty"": ""high"", ""confidence"": ""medium""}, {""id"": ""hotspot-lumathread-stage-5"", ""stageId"": ""lumathread-stage-5"", ""title"": ""Transport hotspot candidate"", ""description"": ""Review this stage before prioritising problems on Page 5."", ""type"": ""multi-impact"", ""impactDimensions"": [], ""rationale"": ""Suggested because this stage has 3 mapped impact items, 1 uncertainty items and 1 stakeholder entries."", ""severity"": ""medium"", ""uncertainty"": ""high"", ""confidence"": ""medium""}, {""id"": ""hotspot-lumathread-stage-6"", ""stageId"": ""lumathread-stage-6"", ""title"": ""Retail and returns hotspot candidate"", ""description"": ""Review this stage before prioritising problems on Page 5."", ""type"": ""multi-impact"", ""impactDimensions"": [], ""rationale"": ""Suggested because this stage has 3 mapped impact items, 1 uncertainty items and 2 stakeholder entries."", ""severity"": ""medium"", ""uncertainty"": ""high"", ""confidence"": ""medium""}, {""id"": ""hotspot-lumathread-stage-7"", ""stageId"": ""lumathread-stage-7"", ""title"": ""Use and end of life hotspot candidate"", ""description"": ""Review this stage before prioritising problems on Page 5."", ""type"": ""multi-impact"", ""impactDimensions"": [], ""rationale"": ""Suggested because this stage has 3 mapped impact items, 1 uncertainty items and 2 stakeholder entries."", ""severity"": ""medium"", ""uncertainty"": ""high"", ""confidence"": ""medium""}]"
lumathread,LumaThread Apparel,impact_journey,leveragePoints,"[{""id"": ""leverage-lumathread-rel-2"", ""relationshipId"": ""lumathread-rel-2"", ""title"": ""Fibre production to Textile processing"", ""description"": ""Fibre production affects Textile processing through dependency."", ""leverageType"": ""dependency"", ""rationale"": ""Suggested because the map shows a dependency that may change downstream outcomes or reveal where a safe-to-fail intervention belongs."", ""expectedInfluence"": ""review"", ""uncertainty"": ""high"", ""confidence"": ""low"", ""relationshipType"": ""Dependency"", ""nonAdjacent"": false}, {""id"": ""leverage-lumathread-rel-3"", ""relationshipId"": ""lumathread-rel-3"", ""title"": ""Textile processing to Garment manufacturing"", ""description"": ""Textile processing affects Garment manufacturing through delay."", ""leverageType"": ""delay"", ""rationale"": ""Suggested because the map shows a delay that may change downstream outcomes or reveal where a safe-to-fail intervention belongs."", ""expectedInfluence"": ""review"", ""uncertainty"": ""medium"", ""confidence"": ""medium"", ""relationshipType"": ""Delay"", ""nonAdjacent"": false}, {""id"": ""leverage-lumathread-rel-4"", ""relationshipId"": ""lumathread-rel-4"", ""title"": ""Garment manufacturing to Buying and planning"", ""description"": ""Garment manufacturing affects Buying and planning through trade-off."", ""leverageType"": ""trade-off"", ""rationale"": ""Suggested because the map shows a trade-off that may change downstream outcomes or reveal where a safe-to-fail intervention belongs."", ""expectedInfluence"": ""review"", ""uncertainty"": ""medium"", ""confidence"": ""medium"", ""relationshipType"": ""Trade-off"", ""nonAdjacent"": false}, {""id"": ""leverage-lumathread-rel-5"", ""relationshipId"": ""lumathread-rel-5"", ""title"": ""Buying and planning to Transport"", ""description"": ""Buying and planning affects Transport through bottleneck."", ""leverageType"": ""bottleneck"", ""rationale"": ""Suggested because the map shows a bottleneck that may change downstream outcomes or reveal where a safe-to-fail intervention belongs."", ""expectedInfluence"": ""high"", ""uncertainty"": ""high"", ""confidence"": ""low"", ""relationshipType"": ""Bottleneck"", ""nonAdjacent"": false}, {""id"": ""leverage-lumathread-rel-6"", ""relationshipId"": ""lumathread-rel-6"", ""title"": ""Transport to Retail and returns"", ""description"": ""Transport affects Retail and returns through feedback loop."", ""leverageType"": ""feedback_loop"", ""rationale"": ""Suggested because the map shows a feedback loop that may change downstream outcomes or reveal where a safe-to-fail intervention belongs."", ""expectedInfluence"": ""high"", ""uncertainty"": ""medium"", ""confidence"": ""medium"", ""relationshipType"": ""Feedback loop"", ""nonAdjacent"": false}, {""id"": ""leverage-lumathread-rel-7"", ""relationshipId"": ""lumathread-rel-7"", ""title"": ""Retail and returns to Use and end of life"", ""description"": ""Retail and returns affects Use and end of life through risk transfer."", ""leverageType"": ""risk_transfer"", ""rationale"": ""Suggested because the map shows a risk transfer that may change downstream outcomes or reveal where a safe-to-fail intervention belongs."", ""expectedInfluence"": ""review"", ""uncertainty"": ""high"", ""confidence"": ""low"", ""relationshipType"": ""Risk transfer"", ""nonAdjacent"": false}, {""id"": ""leverage-lumathread-rel-feedback-final"", ""relationshipId"": ""lumathread-rel-feedback-final"", ""title"": ""Retail and returns to Textile processing"", ""description"": ""Retail and returns affects Textile processing through feedback loop."", ""leverageType"": ""feedback_loop"", ""rationale"": ""Suggested because the map shows a feedback loop that may change downstream outcomes or reveal where a safe-to-fail intervention belongs."", ""expectedInfluence"": ""high"", ""uncertainty"": ""medium"", ""confidence"": ""medium"", ""relationshipType"": ""Feedback loop"", ""nonAdjacent"": true}]"
lumathread,LumaThread Apparel,impact_journey,problemSignals,"[{""id"": ""impact-problem-lumathread-stage-1"", ""stageId"": ""lumathread-stage-1"", ""title"": ""Fibre production may need prioritisation"", ""description"": ""This signal is generated from mapped impacts and uncertainties at Fibre production."", ""type"": ""journey_hotspot"", ""rationale"": ""Suggested because this stage has 3 mapped impact items, 1 uncertainty items and 2 stakeholder entries."", ""confidence"": ""medium""}, {""id"": ""impact-problem-lumathread-stage-2"", ""stageId"": ""lumathread-stage-2"", ""title"": ""Textile processing may need prioritisation"", ""description"": ""This signal is generated from mapped impacts and uncertainties at Textile processing."", ""type"": ""journey_hotspot"", ""rationale"": ""Suggested because this stage has 3 mapped impact items, 1 uncertainty items and 2 stakeholder entries."", ""confidence"": ""medium""}, {""id"": ""impact-problem-lumathread-stage-3"", ""stageId"": ""lumathread-stage-3"", ""title"": ""Garment manufacturing may need prioritisation"", ""description"": ""This signal is generated from mapped impacts and uncertainties at Garment manufacturing."", ""type"": ""journey_hotspot"", ""rationale"": ""Suggested because this stage has 3 mapped impact items, 1 uncertainty items and 2 stakeholder entries."", ""confidence"": ""medium""}, {""id"": ""impact-problem-lumathread-stage-4"", ""stageId"": ""lumathread-stage-4"", ""title"": ""Buying and planning may need prioritisation"", ""description"": ""This signal is generated from mapped impacts and uncertainties at Buying and planning."", ""type"": ""journey_hotspot"", ""rationale"": ""Suggested because this stage has 3 mapped impact items, 1 uncertainty items and 2 stakeholder entries."", ""confidence"": ""medium""}, {""id"": ""impact-problem-lumathread-stage-5"", ""stageId"": ""lumathread-stage-5"", ""title"": ""Transport may need prioritisation"", ""description"": ""This signal is generated from mapped impacts and uncertainties at Transport."", ""type"": ""journey_hotspot"", ""rationale"": ""Suggested because this stage has 3 mapped impact items, 1 uncertainty items and 1 stakeholder entries."", ""confidence"": ""medium""}, {""id"": ""impact-problem-lumathread-stage-6"", ""stageId"": ""lumathread-stage-6"", ""title"": ""Retail and returns may need prioritisation"", ""description"": ""This signal is generated from mapped impacts and uncertainties at Retail and returns."", ""type"": ""journey_hotspot"", ""rationale"": ""Suggested because this stage has 3 mapped impact items, 1 uncertainty items and 2 stakeholder entries."", ""confidence"": ""medium""}, {""id"": ""impact-problem-lumathread-stage-7"", ""stageId"": ""lumathread-stage-7"", ""title"": ""Use and end of life may need prioritisation"", ""description"": ""This signal is generated from mapped impacts and uncertainties at Use and end of life."", ""type"": ""journey_hotspot"", ""rationale"": ""Suggested because this stage has 3 mapped impact items, 1 uncertainty items and 2 stakeholder entries."", ""confidence"": ""medium""}, {""id"": ""impact-problem-page3-stakeholder-power-may-need-deeper-human-enquiry"", ""stageId"": null, ""title"": ""Stakeholder Power may need deeper human enquiry"", ""description"": ""Stakeholder Power is marked as light with medium confidence."", ""type"": ""page3_import"", ""rationale"": ""Imported from Human question 17 and must be checked against the journey map."", ""confidence"": ""medium""}, {""id"": ""impact-problem-page3-capability-and-behaviour-may-need-deeper-human-enquiry"", ""stageId"": null, ""title"": ""Capability and Behaviour may need deeper human enquiry"", ""description"": ""Capability and Behaviour is marked as light with medium confidence."", ""type"": ""page3_import"", ""rationale"": ""Imported from Human question 18 and must be checked against the journey map."", ""confidence"": ""medium""}, {""id"": ""impact-problem-page3-equity-and-wellbeing-may-need-deeper-human-enquiry"", ""stageId"": null, ""title"": ""Equity and Wellbeing may need deeper human enquiry"", ""description"": ""Equity and Wellbeing is marked as light with medium confidence."", ""type"": ""page3_import"", ""rationale"": ""Imported from Human question 19 and must be checked against the journey map."", ""confidence"": ""medium""}, {""id"": ""impact-problem-page3-environmental-impact-may-need-ecological-systems-mapping"", ""stageId"": null, ""title"": ""Environmental Impact may need ecological systems mapping"", ""description"": ""Environmental Impact is marked as light with medium confidence."", ""type"": ""page3_import"", ""rationale"": ""Imported from Planetary question 30 and must be checked against the journey map."", ""confidence"": ""medium""}, {""id"": ""impact-problem-page3-natural-dependencies-may-need-ecological-systems-mapping"", ""stageId"": null, ""title"": ""Natural Dependencies may need ecological systems mapping"", ""description"": ""Natural Dependencies is marked as light with medium confidence."", ""type"": ""page3_import"", ""rationale"": ""Imported from Planetary question 31 and must be checked against the journey map."", ""confidence"": ""medium""}, {""id"": ""impact-problem-page3-evidence-and-limits-may-need-ecological-systems-mapping"", ""stageId"": null, ""title"": ""Evidence and Limits may need ecological systems mapping"", ""description"": ""Evidence and Limits is marked as light with medium confidence."", ""type"": ""page3_import"", ""rationale"": ""Imported from Planetary question 32 and must be checked against the journey map."", ""confidence"": ""medium""}]"
lumathread,LumaThread Apparel,impact_journey,evidenceGaps,[]
lumathread,LumaThread Apparel,impact_journey,priorityQuestions,"[""Where do people experience the effects of stakeholder power across the journey or value chain?"", ""Where do people experience the effects of capability and behaviour across the journey or value chain?"", ""Where do people experience the effects of equity and wellbeing across the journey or value chain?"", ""Where does environmental impact appear across lifecycle stages, places, suppliers or material flows?"", ""Where does natural dependencies appear across lifecycle stages, places, suppliers or material flows?"", ""Where does evidence and limits appear across lifecycle stages, places, suppliers or material flows?""]"
lumathread,LumaThread Apparel,impact_journey,completionPercentage,100
lumathread,LumaThread Apparel,impact_journey,readiness,ready_to_proceed
evergreen,Evergreen Bank,prototype,strategySummary,"{""pathways"": 1, ""primaryPathways"": 1, ""decisions"": [""experiment""]}"
evergreen,Evergreen Bank,prototype,experimentPack,"[{""pathwayId"": ""evergreen-pathway-1"", ""title"": ""Climate-risk integration"", ""hypothesis"": ""A sustainability decision prompt during SME loan review improves climate-risk consideration without unfair exclusion."", ""owner"": ""Head of Credit Risk"", ""reviewDate"": ""2026-09-07"", ""decisionThreshold"": ""Improved sustainability evidence with no adverse fairness pattern"", ""safeToFail"": [""Safety, fairness and evidence quality""]}]"
evergreen,Evergreen Bank,prototype,threeHorizonsRoadmap,"[{""pathwayId"": ""evergreen-pathway-1"", ""horizons"": [{""type"": ""h1"", ""title"": ""Horizon 1"", ""timeframe"": ""0-3 months"", ""objective"": ""Run prototype"", ""actions"": [""Confirm scope"", ""Collect evidence""], ""owner"": ""Head of Credit Risk"", ""decisionDate"": ""2026-09-07""}, {""type"": ""h2"", ""title"": ""Horizon 2"", ""timeframe"": ""3-12 months"", ""objective"": ""Iterate or expand"", ""actions"": [""Review result"", ""Adjust design""], ""owner"": ""Head of Credit Risk"", ""decisionDate"": """"}, {""type"": ""h3"", ""title"": ""Horizon 3"", ""timeframe"": ""12+ months"", ""objective"": ""Scale if evidence supports"", ""actions"": [""Build capability"", ""Set governance""], ""owner"": ""Head of Credit Risk"", ""decisionDate"": """"}]}]"
evergreen,Evergreen Bank,prototype,learningPlan,"[{""pathwayId"": ""evergreen-pathway-1"", ""learningObjective"": ""Finance and lending decisions"", ""decisionThreshold"": ""Improved sustainability evidence with no adverse fairness pattern""}]"
evergreen,Evergreen Bank,prototype,metricPlan,"[{""pathwayId"": ""evergreen-pathway-1"", ""metrics"": [{""name"": ""Completion rate, decision time, evidence quality, approval outcomes, fairness concerns and user confidence"", ""category"": ""learning"", ""unit"": ""mixed evidence set"", ""baseline"": ""Current baseline to be confirmed before launch"", ""target"": ""Improved sustainability evidence with no adverse fairness pattern"", ""owner"": ""Head of Credit Risk"", ""frequency"": ""baseline, midpoint and final review"", ""dataSource"": ""Operational data, stakeholder feedback and prototype evidence log""}, {""name"": ""Human outcome protected"", ""category"": ""outcome"", ""unit"": ""guardrail status"", ""baseline"": ""No explicit guardrail tested"", ""target"": ""No material harm to affected stakeholders"", ""owner"": ""Head of Credit Risk"", ""frequency"": ""weekly during prototype"", ""dataSource"": ""Participant feedback and issue log""}]}]"
evergreen,Evergreen Bank,prototype,riskRegister,"[{""pathwayId"": ""evergreen-pathway-1"", ""risks"": [{""category"": ""sector-specific"", ""description"": ""Prompt becomes a compliance tick-box or creates exclusion bias"", ""likelihood"": 2, ""severity"": 4, ""mitigation"": ""Assign Head of Credit Risk as accountable owner, set a pre-launch baseline, and stop if the guardrail is breached."", ""owner"": ""Head of Credit Risk"", ""watchSignal"": ""Unexpected harm, weak evidence, delay or stakeholder objection"", ""stopCondition"": ""Stop or redesign if safety, fairness, quality, access or evidence thresholds are breached""}]}]"
evergreen,Evergreen Bank,prioritisation,rankedProblemIds,"[""evergreen-problem-2"", ""evergreen-problem-1"", ""evergreen-problem-3"", ""evergreen-problem-4"", ""evergreen-problem-5""]"
evergreen,Evergreen Bank,prioritisation,duplicatePairs,[]
